Geneid,E1,E2,E3,E4,E5,E6
SL1344_RS11340,0,1,3,0,0,0
SL1344_RS11345,0,0,0,0,0,0
SL1344_RS11350,0,4,3,2,0,0
yeiP,3,29,20,4,8,9
SL1344_RS11360,62,140,281,13,11,19
SL1344_RS11365,36,82,128,8,11,3
mepS,18,36,41,32,26,59
SL1344_RS11375,72,163,264,7,5,2
SL1344_RS11380,17,47,84,9,17,33
SL1344_RS11385,9,40,47,8,12,3
SL1344_RS11390,6,22,42,5,0,12
yejF,28,39,82,17,21,34
SL1344_RS11400,185,357,554,7,18,17
SL1344_RS11410,15,35,33,1,0,0
rsuA,7,8,8,2,1,1
SL1344_RS11420,16,35,59,5,2,9
rplY,13,4,11,3,5,5
SL1344_RS11430,12,9,43,1,1,0
yejK,11,23,32,6,5,3
SL1344_RS11440,36,54,106,4,7,15
pbgA,14,70,76,1,10,8
SL1344_RS11450,0,0,0,0,0,0
SL1344_RS11455,0,0,1,0,0,0
SL1344_RS11460,0,0,0,0,0,0
SL1344_RS11465,0,11,19,6,10,14
SL1344_RS11470,4,0,0,0,0,0
SL1344_RS11475,4,2,8,0,3,1
SL1344_RS11480,6,0,6,0,3,1
SL1344_RS11490,0,0,0,0,0,0
SL1344_RS11495,1,26,20,9,17,17
SL1344_RS11500,0,0,0,0,2,0
SL1344_RS11505,0,2,0,0,2,0
sspH2,7,20,25,2,2,2
SL1344_RS26715,0,0,1,2,0,0
SL1344_RS11525,11,28,44,0,0,0
SL1344_RS11530,18,27,29,0,0,0
SL1344_RS11535,46,70,96,0,0,0
narP,23,85,142,20,24,22
SL1344_RS11545,4,7,5,6,6,1
dsbE,0,17,4,0,10,10
SL1344_RS11555,1,10,2,18,17,18
ccmE,8,5,0,6,3,3
ccmD,0,2,4,0,0,4
SL1344_RS11570,0,9,13,15,12,17
ccmB,0,5,8,0,0,14
ccmA,13,26,26,36,30,61
napC,12,49,27,4,13,10
napB,7,19,28,3,6,6
napH,31,47,55,5,9,5
napG,13,46,73,4,15,14
napA,164,260,470,101,126,163
napD,0,0,3,0,0,0
napF,26,54,84,4,0,3
eco,31,46,84,5,10,12
SL1344_RS11625,2,12,12,2,0,0
alkB,14,37,68,6,4,3
ada,58,179,234,2,0,4
apbE,0,1,1,1,1,0
SL1344_RS11645,1809,3589,5769,13924,16967,20642
rcsD,31,63,158,14,14,13
rcsB,98,161,239,107,107,169
rcsC,5,10,7,10,3,16
gyrA,19,47,62,106,145,192
SL1344_RS11670,0,8,1,1,1,1
SL1344_RS11675,0,0,0,0,0,0
SL1344_RS11680,1,10,9,0,0,0
SL1344_RS11685,15,48,65,10,10,27
nrdA,54,80,187,266,361,423
nrdB,21,49,82,94,80,128
yfaE,0,0,0,0,0,1
SL1344_RS11705,0,1,4,1,0,0
SL1344_RS11710,76,174,287,6,10,27
glpQ,1605,3657,5503,1055,1228,1540
glpT,1186,2323,3755,2340,2612,3280
glpA,3472,7493,11955,753,830,981
glpB,1602,3995,5901,665,823,947
glpC,2348,5360,8697,868,1071,1326
sseL,137,211,298,5,1,0
SL1344_RS26725,0,5,6,0,0,3
yfaU,10,11,11,7,7,17
SL1344_RS11755,9,26,38,11,17,32
rhmD,145,258,434,118,162,174
SL1344_RS11765,32,86,156,3,4,0
SL1344_RS11770,35,72,104,32,33,50
SL1344_RS11775,2,0,2,0,3,0
nudI,6,23,22,20,8,9
pmrG,2,7,8,15,14,16
arnB,32,70,120,177,224,271
arnC,2,24,29,41,61,74
arnA,30,58,139,216,255,304
SL1344_RS11805,6,6,7,9,10,8
arnT,2,4,17,10,14,5
arnE,0,0,4,0,0,0
arnF,47,65,146,3,9,8
pmrD,277,452,771,28,50,56
menE,7,19,26,11,3,12
menC,4,10,14,12,11,6
menB,17,47,54,84,108,128
menH,0,6,26,1,2,2
menD,18,42,61,4,2,7
menF,22,62,97,5,8,4
elaB,1037,1744,2897,91,90,126
SL1344_RS11865,2,12,14,3,7,6
rbn,20,51,45,21,4,4
SL1344_RS11875,1626,2943,5060,906,1170,1410
SL1344_RS11880,6,36,41,2,6,1
SL1344_RS27390,0,0,2,0,0,1
nuoN,30,51,91,242,337,407
nuoM,13,52,106,292,317,447
nuoL,31,83,86,278,370,485
nuoK,9,10,14,32,41,44
nuoJ,4,18,34,74,67,78
nuoI,14,17,47,47,74,68
nuoH,25,56,79,131,137,184
nuoG,80,203,278,360,385,559
nuoF,40,122,150,168,146,211
nuoE,24,66,78,94,109,118
nuoC,103,277,381,337,372,433
nuoB,57,113,209,81,85,105
nuoA,75,156,232,52,46,56
SL1344_RS11950,0,0,2,0,0,0
lrhA,28,75,103,23,40,51
alaA,8,16,37,8,15,5
yfbR,10,22,32,4,3,6
SL1344_RS11970,6,8,42,8,9,1
SL1344_RS11975,38,103,112,26,37,40
SL1344_RS11980,74,139,266,33,68,81
SL1344_RS11985,189,441,807,53,35,72
ackA,74,167,259,39,36,44
pta,33,57,102,207,275,323
yfcC,12,11,12,0,0,1
SL1344_RS12005,26,52,97,28,27,38
SL1344_RS12010,39,68,160,37,47,35
SL1344_RS12015,33,65,102,32,36,57
SL1344_RS12020,3,4,14,2,4,2
SL1344_RS12025,4,18,47,2,1,0
SL1344_RS12035,35,66,96,10,9,5
yfcD,37,49,78,14,12,23
yfcE,31,32,71,9,4,18
yfcF,42,53,110,19,12,23
yfcG,53,94,176,1,2,6
SL1344_RS12060,45,92,144,51,47,56
hisP,120,212,353,3,1,5
hisM,54,102,143,1,1,6
SL1344_RS12075,87,176,256,6,7,6
hisJ,571,1172,2085,67,94,105
argT,824,1674,2917,96,136,180
SL1344_RS12090,8,17,21,1,3,7
SL1344_RS12095,7,30,32,4,4,9
SL1344_RS12100,18,59,44,5,5,8
SL1344_RS12105,10,9,18,2,5,1
SL1344_RS12110,0,0,7,2,2,2
SL1344_RS12115,49,74,140,7,10,20
purF,2,26,25,26,26,36
cvpA,1,7,7,3,2,1
dedD,6,46,68,22,21,22
folC,10,8,24,6,22,15
accD,120,234,321,24,33,37
SL1344_RS12145,3,4,6,1,6,3
truA,9,7,10,1,4,4
SL1344_RS12155,5,15,21,10,13,13
pdxB,4,9,16,7,8,16
flk,8,20,13,2,0,0
SL1344_RS12170,3,3,14,8,0,6
SL1344_RS12175,1,1,0,0,0,0
SL1344_RS12180,0,0,2,0,0,0
SL1344_RS12185,0,2,0,0,0,0
SL1344_RS12190,0,0,0,0,0,0
SL1344_RS12195,0,0,1,0,2,0
fabB,168,294,495,168,161,265
mnmC,60,73,126,23,13,24
SL1344_RS12210,4,4,9,0,1,1
SL1344_RS12215,1,2,12,2,0,5
SL1344_RS12220,6,7,10,3,1,0
mepA,7,20,18,8,7,11
aroC,26,37,78,36,20,34
prmB,5,8,16,8,2,11
smrB,17,26,74,8,4,9
sixA,184,418,636,41,39,55
fadJ,539,1198,1815,47,51,78
fadI,301,547,834,89,66,65
SL1344_RS12260,41,62,126,10,7,12
fadL,1119,2295,3738,217,240,258
mlaA,138,244,566,24,37,43
SL1344_RS12275,53,77,116,2,9,2
SL1344_RS12280,4,7,18,0,0,0
pgtE,118,217,354,6,11,15
pgtA,43,66,87,9,15,18
pgtB,17,39,63,10,2,2
pgtC,65,72,157,6,9,5
pgtP,4,3,12,3,1,6
SL1344_RS12315,17,47,95,6,11,4
lpxP,8,37,68,19,28,61
ypdK,0,0,0,0,0,0
alaC,107,204,377,22,35,34
glk,78,173,245,78,79,93
SL1344_RS12340,37,118,180,16,5,9
SL1344_RS12345,436,1028,1549,9,9,13
mgrA,31,97,120,17,19,11
SL1344_RS12355,21,48,95,1,5,4
SL1344_RS12360,75,144,256,33,46,57
nupC,16,28,48,3,19,10
SL1344_RS12370,21,39,69,12,1,5
SL1344_RS12375,0,0,0,0,0,0
SL1344_RS12380,0,0,0,0,0,2
SL1344_RS12385,14,28,33,3,3,6
SL1344_RS12390,3,5,8,1,0,1
gltX,33,71,109,39,49,52
SL1344_RS12400,0,0,0,1,0,0
SL1344_RS12405,0,1,4,7,3,7
SL1344_RS12410,0,0,0,0,0,0
SL1344_RS12415,0,0,0,0,0,0
SL1344_RS12420,1,0,3,0,0,0
SL1344_RS12425,0,0,0,0,0,0
SL1344_RS12430,0,4,2,0,3,0
xapA,0,0,0,0,0,3
SL1344_RS12440,4,2,4,0,0,0
SL1344_RS12445,3,8,12,0,0,0
SL1344_RS12450,12,21,27,14,14,12
SL1344_RS12455,4,5,6,0,0,0
ligA,47,86,124,25,43,22
zipA,158,324,543,92,100,148
cysZ,5,11,23,2,8,3
cysK,132,282,439,425,488,610
ptsH,381,622,1128,43,44,53
ptsI,611,1206,2020,248,343,400
crr,261,531,839,154,236,326
SL1344_RS12500,0,1,0,0,0,0
pdxK,4,3,9,0,5,9
ptsJ,3,11,19,0,3,1
SL1344_RS12515,3,5,15,8,3,0
SL1344_RS12520,0,0,1,0,0,0
SL1344_RS12525,0,3,2,0,0,0
cysM,2,16,13,6,6,3
cysA,6,17,17,5,10,36
cysW,1,6,1,2,1,3
cysT,3,1,9,7,8,8
cysP,4,9,24,84,101,109
ucpA,2408,4557,8501,426,512,586
yfeX,5,27,26,17,31,30
SL1344_RS12565,3,7,13,3,5,0
SL1344_RS12570,0,2,1,0,1,0
SL1344_RS12575,13,10,29,13,22,15
amiA,6,20,19,6,2,3
hemF,3,4,15,4,2,5
SL1344_RS12590,0,0,3,0,0,0
SL1344_RS12595,8,14,24,4,10,3
eutR,6,27,46,0,0,1
eutK,20,48,82,5,6,6
eutL,26,59,103,4,10,3
eutC,8,21,43,5,12,11
eutB,50,86,140,26,19,37
eutA,2,21,19,2,0,1
eutH,33,87,124,5,8,16
eutG,2,1,5,1,4,4
eutJ,1,4,5,2,0,2
SL1344_RS12645,2,11,19,2,1,3
eutN,0,1,7,0,0,0
eutM,5,10,6,4,8,1
eutT,3,6,7,0,0,0
eutQ,5,0,10,1,2,0
eutP,0,7,4,0,0,0
eutS,0,2,0,0,0,0
maeB,222,358,717,530,674,735
tkt,486,941,1504,496,470,533
SL1344_RS12705,2,14,27,2,0,2
SL1344_RS12710,0,1,1,0,1,4
nudK,5,7,4,2,0,6
pbp4b,31,27,73,16,11,30
aegA,3,14,24,1,10,9
narQ,30,74,93,11,4,13
acrD,12,18,32,4,1,12
ypfM,326,491,822,46,29,31
SL1344_RS12740,51,104,171,8,12,12
dapE,58,124,167,16,30,22
SL1344_RS12750,106,146,229,1,3,7
tmcA,85,203,328,6,6,14
SL1344_RS12760,242,495,739,15,11,17
purC,11,9,33,16,19,26
bamC,25,51,82,140,166,211
dapA,70,163,204,80,101,143
SL1344_RS12780,89,163,279,21,32,26
bcp,25,82,106,28,29,35
SL1344_RS12795,2,8,20,5,6,5
bepA,134,280,495,25,15,43
arsC,21,47,113,17,15,25
hda,11,15,45,5,1,1
uraA,0,1,3,4,0,1
upp,9,9,23,12,2,11
purM,1,7,11,1,12,7
purN,1,6,4,0,0,0
ppk1,137,298,538,27,40,69
ppx,36,67,154,28,19,22
SL1344_RS12845,11,20,30,0,10,4
SL1344_RS12850,0,3,5,0,0,0
SL1344_RS12855,53,99,167,8,2,10
SL1344_RS25640,6,21,33,1,0,0
SL1344_RS12860,6,27,29,2,1,0
guaA,3,22,29,32,40,62
guaB,7,7,17,6,24,11
xseA,3,15,12,9,10,7
shdA,30,48,46,16,3,9
SL1344_RS12895,77,136,224,6,8,4
SL1344_RS12900,5,10,6,0,0,4
sinH,1,0,4,0,0,0
SL1344_RS12910,5,12,6,0,0,2
der,3,16,7,13,7,12
bamB,16,20,32,41,51,85
SL1344_RS12925,5,28,40,19,15,18
hisS,35,118,159,69,62,69
ispG,199,397,650,94,110,121
rodZ,109,152,289,38,41,41
trmG/rlmN,1,8,10,7,0,3
ndk,19,37,50,26,30,21
SL1344_RS12955,15,37,70,2,3,1
SL1344_RS12960,0,0,0,3,6,8
SL1344_RS12970,3,5,10,3,5,3
pbpC,5,4,14,5,3,0
SL1344_RS12980,107,237,363,75,92,133
SL1344_RS12990,6,13,26,0,0,1
pepB,70,145,245,132,151,188
iscX,52,61,163,3,17,6
fdx,32,58,81,5,5,1
hscA,60,110,165,14,19,35
hscB,27,59,104,8,6,5
iscA,125,265,429,62,56,86
iscU,267,452,873,96,122,160
iscS,529,985,1706,338,441,526
iscR,444,885,1695,231,305,319
trmJ,10,25,58,11,18,17
suhB,26,34,80,5,5,7
SL1344_RS13055,12,40,28,0,3,5
asrA,11,10,61,6,6,5
asrB,7,22,27,10,4,7
asrC,12,29,51,39,62,73
SL1344_RS13075,2,5,19,1,0,1
SL1344_RS13080,10,8,26,1,0,3
csiE,890,1750,3096,33,26,49
SL1344_RS13090,21,44,44,11,3,8
SL1344_RS13095,58,96,179,453,615,642
hmpA,7,25,32,12,8,8
cadC,8,9,12,4,3,9
cadB,22,26,37,3025,3666,4450
cadA,30,32,59,6716,8132,9971
dtpD,7,14,17,1011,1130,1377
glnB,17,30,61,15,11,20
glrR,21,54,72,10,14,15
qseG,20,37,82,4,15,9
qseE,1,6,18,1,1,3
purL,8,23,33,114,90,166
SL1344_RS13150,0,0,0,0,0,0
mltF,6,11,16,1,2,0
tadA,19,25,24,0,1,0
yfhb,42,186,218,5,7,8
SL1344_RS13170,4,7,5,12,14,21
murQ,6,12,22,0,10,12
SL1344_RS13180,7,18,27,0,2,4
SL1344_RS13185,5,9,11,0,0,0
SL1344_RS13190,0,0,3,0,0,0
SL1344_RS13195,4,14,13,5,2,1
SL1344_RS13200,3,2,4,0,0,1
SL1344_RS13205,1,17,35,12,26,15
pdxJ,79,159,244,40,51,65
recO,8,20,32,2,2,3
era,113,208,324,5,7,11
rnc,192,407,628,3,5,6
lepB,5,7,20,5,19,24
lepA,36,84,104,39,32,45
gogB,6,19,22,4,2,0
SL1344_RS25680,375,744,1252,0,0,1
SL1344_RS27395,432,777,1583,4,2,9
SL1344_RS25700,1,2,2,0,0,0
SL1344_RS13250,4,14,23,0,0,0
SL1344_RS13255,0,4,2,0,0,0
SL1344_RS13260,0,2,4,0,1,0
SL1344_RS13265,7,14,37,0,1,7
SL1344_RS13270,0,0,0,0,0,4
SL1344_RS13275,2,1,17,0,0,6
SL1344_RS13280,0,0,0,0,0,0
SL1344_RS13285,2,0,2,3,0,1
SL1344_RS13290,2,2,7,3,4,1
SL1344_RS13295,0,1,1,1,1,0
SL1344_RS13300,13,29,43,1,0,4
SL1344_RS13305,0,0,3,1,0,2
SL1344_RS13310,0,0,0,0,0,0
SL1344_RS13315,4,14,19,2,6,8
SL1344_RS13320,0,1,5,1,0,2
SL1344_RS13325,35,69,102,6,17,3
SL1344_RS13330,6,7,9,0,0,1
SL1344_RS13335,4,14,10,0,1,0
SL1344_RS13340,3,1,6,0,1,2
SL1344_RS13345,1,8,9,4,4,4
SL1344_RS13350,0,0,0,0,0,1
SL1344_RS13355,3,10,20,6,13,17
SL1344_RS13360,8,10,15,3,2,4
SL1344_RS13365,0,0,0,0,0,0
SL1344_RS13370,4,4,2,1,1,1
SL1344_RS13375,1,0,4,0,3,0
SL1344_RS13380,63,74,152,8,3,8
SL1344_RS13385,4,2,0,2,0,1
SL1344_RS13390,0,1,3,0,0,0
SL1344_RS13395,2,8,5,0,0,2
gogA,17,51,56,2,9,10
SL1344_RS13405,7,12,13,0,2,0
SL1344_RS13410,11,29,36,1,0,0
SL1344_RS13415,3,1,8,0,0,0
SL1344_RS13420,2,1,7,0,3,3
SL1344_RS13425,0,0,3,0,0,0
SL1344_RS13430,1,9,7,0,2,1
SL1344_RS13440,20,23,24,2,1,6
SL1344_RS25705,17,55,81,2,2,3
SL1344_RS13450,17,21,47,0,0,7
SL1344_RS13460,2,5,19,1,5,0
SL1344_RS13465,6,11,8,3,4,0
SL1344_RS13470,2,2,1,0,2,0
SL1344_RS13475,1,6,13,0,0,0
SL1344_RS13480,2,11,14,2,0,1
SL1344_RS13485,7,4,15,0,0,0
SL1344_RS13490,8,18,30,0,0,2
SL1344_RS13495,25,27,53,2,6,4
SL1344_RS13500,6,20,47,0,1,1
SL1344_RS13505,645,1484,1960,146,237,339
SL1344_RS13510,3,11,3,0,0,0
SL1344_RS27515,17,27,28,2,0,0
SL1344_RS13520,87,105,213,36,46,77
SL1344_RS13525,35,48,114,20,25,32
SL1344_RS13530,1,22,45,2,0,8
xis,1,2,9,2,5,0
SL1344_RS13540,1,3,4,0,2,0
rseC,5,10,16,0,2,1
rseB,71,73,188,26,23,24
rseA,297,434,793,425,576,688
rpoE,36,97,169,23,14,26
rseD,14,10,27,1,0,1
nadB,1,14,30,2,9,0
trmN,0,1,6,0,1,0
srmB,32,67,98,16,13,27
SL1344_RS13580,14,21,37,2,5,11
eamB,0,0,1,0,0,0
grcA,42,95,134,93,140,128
ung,43,105,161,14,13,23
SL1344_RS13600,52,188,243,20,18,19
trxC,51,127,234,24,27,38
tapT,1,4,14,0,2,5
pat,350,896,1333,201,213,236
pssA,115,218,442,16,41,38
SL1344_RS13625,5,1,6,0,0,0
SL1344_RS13630,4,14,23,8,13,15
SL1344_RS13635,15,22,44,0,0,0
SL1344_RS13650,6,25,37,7,0,4
clpB,378,814,1328,119,162,201
pgeF,88,180,288,17,16,15
rluD,78,140,284,34,54,60
bamD,21,36,40,33,39,36
raiA,14902,24544,37687,1938,2261,2483
pheL,0,0,0,0,0,0
pheA,132,230,393,83,83,122
SL1344_RS13690,25,59,79,10,8,8
tyrA,23,49,65,304,331,363
aroF,53,77,108,1544,1854,2119
SL1344_RS13705,7,4,9,0,0,1
dgcN,13,14,32,0,2,0
SL1344_RS13715,18,33,39,1,4,3
SL1344_RS13720,2,5,25,7,6,6
SL1344_RS13725,6,10,22,2,5,7
SL1344_RS13730,0,0,3,0,0,0
SL1344_RS13735,1,2,5,0,0,2
SL1344_RS25725,0,0,0,0,0,0
SL1344_RS13745,0,0,0,0,0,0
SL1344_RS13750,0,0,0,0,0,0
SL1344_RS13755,1,0,0,0,0,2
SL1344_RS27405,9,14,22,5,9,6
SL1344_RS13770,0,6,5,5,0,1
SL1344_RS13775,53,52,68,3,2,1
SL1344_RS13780,121,280,411,14,17,27
SL1344_RS25730,8,16,13,4,4,5
rplS,0,2,5,5,18,18
trmD,14,12,47,28,22,38
rimM,21,8,29,22,10,27
rpsP,2,7,10,4,8,24
ffh,122,317,517,45,40,37
SL1344_RS13810,1,5,14,0,5,2
SL1344_RS13815,2,5,10,3,3,2
SL1344_RS13820,2,9,19,1,2,10
grpE,28,70,57,33,18,38
nadK,40,77,87,20,20,17
recN,157,322,488,37,28,29
bamE,149,331,529,40,32,44
SL1344_RS13845,27,53,90,3,6,2
SL1344_RS13850,73,146,274,16,35,9
smpB,17,14,55,7,8,17
bapA,434,1018,1523,24,12,28
SL1344_RS13865,29,54,73,16,25,41
SL1344_RS13870,13,27,38,0,0,0
SL1344_RS13875,5,17,39,0,4,2
ssrA,126515,417007,641538,403052,404521,524863
SL1344_RS13880,2,1,9,0,0,2
SL1344_RS13885,1,9,11,0,1,0
SL1344_RS13890,0,0,0,0,0,0
SL1344_RS13895,2,1,9,0,0,0
SL1344_RS13900,0,0,1,0,0,2
SL1344_RS13905,0,2,0,0,0,0
SL1344_RS13910,2,0,1,0,0,0
SL1344_RS13915,0,1,2,0,0,1
sopE,134,250,352,444,453,524
SL1344_RS13930,2,3,3,2,1,0
SL1344_RS13935,8,18,5,0,2,5
SL1344_RS13940,1,1,5,0,2,0
SL1344_RS13945,1,4,1,0,0,0
SL1344_RS13950,0,0,1,0,0,0
SL1344_RS13955,0,0,0,0,0,0
SL1344_RS13960,0,0,0,0,0,0
SL1344_RS13965,0,0,0,0,0,0
SL1344_RS13970,1,1,0,0,0,1
SL1344_RS13975,0,0,2,0,0,0
SL1344_RS13980,1,9,2,0,0,0
SL1344_RS13985,0,0,0,0,0,0
SL1344_RS13990,0,0,0,0,0,0
SL1344_RS13995,0,0,0,0,0,0
SL1344_RS14000,0,1,0,0,0,0
SL1344_RS14005,0,0,0,0,0,0
SL1344_RS14010,0,2,0,2,0,0
SL1344_RS14015,0,2,1,0,0,0
SL1344_RS14020,2,2,5,0,0,0
SL1344_RS14025,51,120,143,4,8,3
SL1344_RS14030,50,79,95,2,4,3
SL1344_RS14040,4,7,6,3,0,0
SL1344_RS14045,15,12,15,11,6,2
SL1344_RS14050,1,2,9,0,0,0
SL1344_RS14055,9,28,44,0,2,3
SL1344_RS14060,1,0,6,0,0,0
SL1344_RS14065,0,1,0,6,0,3
SL1344_RS14070,0,1,0,0,0,2
SL1344_RS14075,0,0,0,0,1,0
SL1344_RS14080,0,3,0,0,1,0
SL1344_RS25740,0,0,0,0,0,0
SL1344_RS14085,35,41,64,21,43,29
SL1344_RS14090,1,2,7,1,1,1
SL1344_RS14095,2,2,0,0,0,0
SL1344_RS14100,2,0,8,0,0,6
SL1344_RS14105,5,6,18,0,3,1
SL1344_RS14110,7,20,4,1,6,5
SL1344_RS14115,11,8,13,0,0,0
SL1344_RS14120,19,56,101,29,22,28
SL1344_RS14125,8,14,11,0,1,1
SL1344_RS14130,8,14,21,7,0,3
SL1344_RS14135,16,36,34,5,0,0
SL1344_RS14140,0,0,0,0,0,0
SL1344_RS14145,0,0,1,0,0,1
SL1344_RS14150,0,2,1,3,0,0
SL1344_RS14155,0,3,1,0,0,0
SL1344_RS24860,1,1,3,0,0,0
SL1344_RS14165,0,1,1,0,0,1
SL1344_RS14170,0,0,2,0,0,0
SL1344_RS14175,4,7,20,5,12,4
SL1344_RS14190,29,38,71,2,3,4
SL1344_RS14195,6,23,28,4,8,5
SL1344_RS14200,15,16,25,0,1,1
SL1344_RS14205,0,1,0,0,0,0
SL1344_RS14210,0,3,2,0,3,1
SL1344_RS14215,6,16,22,8,13,13
SL1344_RS14220,8,7,9,0,4,0
SL1344_RS14225,11,6,29,0,0,5
SL1344_RS14230,1,2,2,0,1,0
SL1344_RS14235,1,1,2,5,0,0
SL1344_RS14240,0,1,0,1,0,0
SL1344_RS14245,0,2,1,0,0,1
SL1344_RS14250,9,24,30,0,6,5
SL1344_RS14255,6,6,5,0,5,8
hxlA,0,1,4,1,0,0
hxlB,0,0,2,0,3,0
SL1344_RS14270,1,1,11,0,0,0
SL1344_RS14275,1,3,1,2,0,1
SL1344_RS14280,53,109,195,4,10,10
SL1344_RS14290,1,5,2,0,0,0
SL1344_RS14295,2,0,3,0,0,0
SL1344_RS14300,0,2,3,0,1,1
SL1344_RS14305,61,83,125,26,41,27
SL1344_RS14320,2,19,4,2,3,1
SL1344_RS14325,61,134,132,23,49,43
SL1344_RS14335,6,22,28,0,2,2
fljA,3,4,6,0,1,0
SL1344_RS14345,3598,6372,10345,2258,2837,3298
hin,14,9,20,0,0,0
iroB,10,19,30,1,7,5
iroC,6,13,39,6,11,5
SL1344_RS14365,0,2,2,1,0,5
SL1344_RS14370,0,5,1,3,5,1
SL1344_RS14375,25,55,74,4,6,6
SL1344_RS25775,87,200,269,5,4,7
pipB2,872,1600,2460,25,34,40
SL1344_RS14390,198,347,669,16,21,37
SL1344_RS14395,106,156,330,29,24,42
SL1344_RS14405,45,82,148,0,0,1
SL1344_RS14410,57,69,177,9,5,9
tctD,153,283,485,58,58,54
SL1344_RS14425,23,40,63,15,16,35
SL1344_RS14430,6,7,33,4,1,7
SL1344_RS14435,51,69,136,11,9,22
csiD,1723,3058,5163,42,36,37
lhgO,1007,1897,3091,3,4,6
gabD,1131,2758,4021,0,8,5
gabT,1283,2782,4771,10,11,22
gabP,391,862,1419,6,8,5
csiR,62,131,195,4,2,2
lysM,196,329,524,29,25,44
SL1344_RS14475,97,158,224,2,1,1
SL1344_RS14480,11,19,19,2,1,0
SL1344_RS14485,31,68,123,5,14,18
SL1344_RS14490,14,20,20,1,2,3
stpA,51,74,136,7,2,18
alaE,3,8,8,2,10,4
SL1344_RS14505,2,8,0,2,2,3
SL1344_RS14510,58,93,176,2,6,13
SL1344_RS14515,23,59,97,0,0,4
SL1344_RS14520,2,2,2,1,0,1
nrdH,0,0,0,0,0,2
nrdI,0,0,2,0,0,2
nrdE,6,18,16,0,2,5
nrdF,3,8,29,0,1,1
proV,11,34,47,4,2,6
proW,6,8,15,23,12,34
proX,7,20,46,47,70,60
SL1344_RS14565,0,11,9,0,0,5
mprA,10,21,31,4,16,3
emrA,15,13,31,19,14,8
emrB,0,6,15,4,1,3
SL1344_RS14585,2,3,8,0,0,0
luxS,24,65,129,32,29,35
gshA,79,188,269,56,69,68
SL1344_RS14600,8,15,21,4,5,4
yqaB,41,85,95,23,21,18
SL1344_RS14610,0,1,4,0,0,0
SL1344_RS14615,3,0,4,0,0,2
SL1344_RS14620,4,1,3,0,1,0
SL1344_RS14625,0,1,1,0,0,0
SL1344_RS14630,1,0,7,1,2,1
csrA,834,1259,2118,17,7,13
alaS,34,36,78,70,106,107
recX,4,1,2,0,1,1
recA,251,581,1029,147,186,283
pncC,1,6,20,1,4,4
mltB,20,17,32,0,8,7
srlA,4,5,17,23,27,38
SL1344_RS14670,5,5,10,29,25,29
srlB,1,9,2,4,2,2
srlD,6,5,19,49,44,51
gutM,11,17,45,0,1,3
srlR,33,73,145,5,3,11
gutQ,40,69,112,21,8,15
norR,9,10,41,6,1,0
norV,8,6,24,0,1,0
norW,2,13,14,1,0,2
hypF,9,34,38,16,3,13
hydN,0,0,4,0,1,0
SL1344_RS14730,0,0,7,0,0,1
hycI,4,2,20,7,0,2
SL1344_RS14740,0,0,4,0,7,2
hycG,0,4,4,3,2,9
hycF,0,1,3,8,9,8
hycE,0,2,8,12,20,18
SL1344_RS14760,1,0,2,1,7,4
hycC,0,2,0,6,1,4
hycB,0,0,0,0,0,0
hycA,0,1,0,0,0,0
hypB,19,49,92,39,43,19
hypD,8,31,42,29,54,69
hypE,5,3,32,30,19,35
SL1344_RS14810,1,3,8,0,0,2
sitA,233,359,693,19,18,18
sitB,125,232,347,4,0,1
sitC,66,170,247,0,1,3
sitD,56,78,104,5,4,13
avrA,28,46,73,27,29,43
SL1344_RS14840,11,17,14,169,205,250
sirC,17,18,49,52,50,68
SL1344_RS14850,13,16,39,21,40,54
orgB,5,16,22,25,23,29
orgA,13,28,55,39,80,78
prgK,34,78,131,124,138,249
prgJ,7,54,60,63,65,96
prgI,19,29,49,48,82,97
prgH,80,139,244,218,262,281
hilD,200,489,707,194,275,308
hilA,34,37,67,118,196,213
iagB,2,4,12,27,24,41
sptP,22,57,81,172,215,224
sicP,2,9,16,55,40,53
SL1344_RS14910,0,8,5,10,15,29
SL1344_RS14915,3,6,6,12,22,37
sipA,109,192,295,543,736,871
sipD,46,91,175,157,227,262
sipC,624,1150,2030,901,1096,1238
sipB,426,702,1213,928,974,1213
sicA,141,251,454,303,319,388
spaS,0,2,5,21,18,15
spaR,5,1,3,5,6,12
spaQ,0,3,4,14,21,18
spaP,1,6,6,30,32,29
spaO,5,10,17,67,99,87
spaN,17,26,37,130,172,198
spaM,0,1,7,0,2,5
invC,1,10,37,125,215,187
spaK,3,11,25,215,233,229
invA,19,49,52,135,213,298
invE,11,35,53,49,66,78
invG,24,33,52,145,122,194
invF,41,87,117,52,79,64
invH,28,93,111,102,111,158
SL1344_RS15015,6,14,33,3,2,6
SL1344_RS15020,4,15,5,0,0,1
SL1344_RS15025,1,3,1,0,0,0
SL1344_RS15030,151,233,418,9,0,2
SL1344_RS15035,125,178,281,1,3,9
pphB,2,0,5,1,0,3
SL1344_RS15050,0,0,6,0,0,0
mutS,48,80,128,52,59,104
SL1344_RS15060,0,0,0,0,0,0
SL1344_RS15065,2,2,7,0,0,0
SL1344_RS15070,4,14,48,4,10,4
SL1344_RS15075,11,20,23,1,4,5
SL1344_RS15080,4,12,14,4,6,5
SL1344_RS15085,8,14,21,11,4,13
SL1344_RS15090,12,13,37,7,25,27
